created_at,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3
2020-10-15 13:00:00 UTC,18.16,27.91,30.99,1947,-92.23,57.83,32.8,27.62
2020-10-15 14:00:00 UTC,17.59,27.28,30.62,2007,-91.47,60.27,27.6,27.09
2020-10-15 15:00:00 UTC,20.69,32.67,36.61,2067,-90.6,60.37,32.83,31.15
2020-10-15 16:00:00 UTC,25.16,39.95,44.63,2127,-90.57,62.4,38.17,35.52
2020-10-15 17:00:00 UTC,36.56,60.64,68.69,2187,-87.13,71.27,31.8,45.67
2020-10-15 18:00:00 UTC,53.06,95.1,110.75,2247,-88.03,89.03,15.87,64.56
2020-10-15 19:00:00 UTC,62.89,115.59,135.17,2307,-88.93,93.23,9.6,76.33
2020-10-15 20:00:00 UTC,77.47,134.4,153.96,2367,-87.37,91.3,10.47,88.86
2020-10-15 21:00:00 UTC,103.4,174.22,197.52,2428,-90.48,96.03,6.83,115.42
2020-10-15 22:00:00 UTC,92.41,156.27,177.76,2487,-88.4,96.6,8.47,103.43
2020-10-15 23:00:00 UTC,82.75,140.14,159.43,2547,-87.8,90.9,12.57,92.68
2020-10-16 00:00:00 UTC,76.51,129.64,147.89,2607,-87.53,84.13,17.83,85.71
2020-10-16 01:00:00 UTC,86.29,146.93,168.25,2667,-85.93,76.43,25.73,97.2
2020-10-16 02:00:00 UTC,91.93,157.49,180.92,2728.44,-87.15,68.85,34.63,104.24
2020-10-16 03:00:00 UTC,88.49,152.33,175.16,2790.96,-87.17,66.96,37.3,100.82
2020-10-16 04:00:00 UTC,84.17,145.64,166.48,2842.44,-88.5,66.06,36.39,96.36
2020-10-16 05:00:00 UTC,82.98,143.1,165.22,2913.5,-93.36,63.29,39.29,94.67
2020-10-16 06:00:00 UTC,79.28,137.32,157.71,2967.48,-89.96,62,39.13,90.79
2020-10-16 07:00:00 UTC,73.52,126.65,145.99,3025.48,-93.33,61.76,36.71,83.68
2020-10-16 08:00:00 UTC,64.1,108.95,124.84,3086.33,-92.67,62.73,31.33,72.05
2020-10-16 09:00:00 UTC,56.77,97.05,111.42,3144.8,-94.9,62.95,29.65,64.25
2020-10-16 10:00:00 UTC,51.46,88.99,101.72,3209.25,-93.79,61.54,30.62,60.1
2020-10-16 11:00:00 UTC,62.95,108.88,126.17,3264.62,-95.19,59.1,36.81,71.84
2020-10-16 12:00:00 UTC,56.78,98.45,113.7,3326.14,-95.18,58.36,35.11,65.01
2020-10-16 13:00:00 UTC,54.94,95.23,110.32,3387.12,-93.38,57.75,34.5,62.78
2020-10-16 14:00:00 UTC,61.61,107.62,124.67,3448.74,-94.26,57.32,37.68,70.98
2020-10-16 15:00:00 UTC,66.14,115.25,133.53,3513,-93,57.8,40.6,76.05
2020-10-16 16:00:00 UTC,69.82,121.48,140.76,3568.93,-92.83,61.79,40.03,80.21
2020-10-16 17:00:00 UTC,81.59,139.82,161.31,3628,-89.47,70.17,32.6,92.45
2020-10-16 18:00:00 UTC,83.53,142.86,164.02,3681.36,-92.36,85.14,17.82,94.48
2020-10-16 19:00:00 UTC,85.64,147.23,167.8,3747.81,-88.9,91.76,10.95,97.39
2020-10-16 20:00:00 UTC,52.71,89.02,101.02,3806,-90.87,90.33,10.27,61.63
2020-10-16 21:00:00 UTC,36.58,60.34,67.21,3865.39,-92.7,96.22,7.3,45.59
2020-10-16 22:00:00 UTC,29.88,49.26,54.9,3927.92,-91.85,98.92,6.23,40.74
2020-10-16 23:00:00 UTC,29.37,49.35,55.37,3988.71,-91.57,91.21,9.39,40.8
2020-10-17 00:00:00 UTC,29.77,50.25,56.55,4047,-91.57,84.27,13.8,41.23
2020-10-17 01:00:00 UTC,28.95,48.57,54.89,4107,-92.63,79.6,17.83,40.44
2020-10-17 02:00:00 UTC,30.81,51.8,58.75,4162.06,-91.88,74.24,23,41.92
2020-10-17 03:00:00 UTC,34.31,57.01,64.82,4218.43,-88,69.5,26.64,44.28
2020-10-17 04:00:00 UTC,35.65,59.57,67.53,4285.57,-85.93,68.07,26.5,45.29
2020-10-17 05:00:00 UTC,34.66,57.96,65.85,10,-86.1,67.8,23.5,44.72
2020-10-17 06:00:00 UTC,,,,,,,,
2020-10-17 07:00:00 UTC,66.65,108.22,122.88,30.71,-85.57,64.86,24.93,71.39
2020-10-17 08:00:00 UTC,57.11,94.84,107.64,59,-86.15,63.62,25,62.48
2020-10-17 09:00:00 UTC,61.31,101.24,114.94,17,-85.41,62.24,25.76,66.77
2020-10-17 10:00:00 UTC,57.07,95.27,108.52,38,-85.25,62.25,26.1,62.79
2020-10-17 11:00:00 UTC,53.9,90.77,103.77,9.2,-84.1,60.2,27.4,59.88
2020-10-17 12:00:00 UTC,51.63,86.92,99.26,5,-84.88,60.62,26.88,57.26
2020-10-17 13:00:00 UTC,59.45,100.04,114.29,21,-85.86,58,29.19,65.95
2020-10-17 14:00:00 UTC,57.8,97.76,111.82,71.8,-86.04,58.8,28.92,64.39
2020-10-17 15:00:00 UTC,60.72,102.39,117.42,126.47,-89.82,59.76,31.18,67.53
2020-10-17 16:00:00 UTC,60.91,103.17,118.26,192.83,-85.5,63.71,34.92,68.03
2020-10-17 17:00:00 UTC,59.47,100.88,115.06,23.92,-88.54,75.54,24.38,66.48
2020-10-17 18:00:00 UTC,41.93,72.02,81.98,76.75,-92.38,90.88,11,50.26
2020-10-17 19:00:00 UTC,43.21,73.54,83.8,131.92,-93.73,93.46,8.77,50.7
2020-10-17 20:00:00 UTC,40.46,68.1,77.23,192.46,-92.42,89.62,10.92,48.62
2020-10-17 21:00:00 UTC,40.33,67.76,76.96,251.64,-93.36,96.29,9.11,48.52
2020-10-17 22:00:00 UTC,38.27,64.3,72.22,312,-92.63,98.13,8.3,47.21
2020-10-17 23:00:00 UTC,34.87,58.6,66.4,371.9,-93.34,90.52,11.17,44.91
2020-10-18 00:00:00 UTC,32.13,53.97,60.81,432,-92.73,82.7,15.27,42.98
2020-10-18 01:00:00 UTC,28.87,48.97,55.5,492.93,-94.31,78,18.48,40.64
2020-10-18 02:00:00 UTC,32.12,54.9,62.4,552.04,-95.11,72.56,24.89,43.31
2020-10-18 03:00:00 UTC,37.24,62.93,71.46,617.24,-94.62,66.95,31.14,46.63
2020-10-18 04:00:00 UTC,34.92,59.37,67.55,672,-95.2,66,29.87,45.21
2020-10-18 05:00:00 UTC,33.9,57.63,65.51,732.36,-93,65.07,27.93,44.57
2020-10-18 06:00:00 UTC,34.38,57.87,66.96,785,-94.8,64.2,27.8,44.66
2020-10-18 07:00:00 UTC,36.56,60.85,69.16,852.69,-93.92,64.04,27.15,45.82
2020-10-18 08:00:00 UTC,37.65,61.8,70.14,913.24,-94.81,63.43,26.71,46.21
2020-10-18 09:00:00 UTC,35.7,58.27,65.52,970.43,-92.87,62.48,26.35,44.79
2020-10-18 10:00:00 UTC,40.82,65.87,74.35,1029.23,-92.09,61.55,25.82,47.79
2020-10-18 11:00:00 UTC,32.99,53.39,59.99,1093.52,-90,60.22,26.22,42.57
2020-10-18 12:00:00 UTC,28.22,46,51.4,1154.33,-88.29,58.43,28.33,39.11
2020-10-18 13:00:00 UTC,29.58,47.15,52.85,1201.89,-88.67,56.94,30.28,39.69
2020-10-18 14:00:00 UTC,28.07,45.21,51.01,17.11,-85.16,55.58,30.89,38.6
2020-10-18 15:00:00 UTC,26.64,43.75,49.55,36.79,-92.05,56.79,36.37,37.88
2020-10-18 16:00:00 UTC,23.24,37.89,43,96.38,-90.46,61,35.27,34.45
2020-10-18 17:00:00 UTC,21.48,34.52,38.8,146.53,-93.29,69.35,28.94,32.41
2020-10-18 18:00:00 UTC,20.27,31.37,34.86,213.68,-92.16,91,10.92,30.34
2020-10-18 19:00:00 UTC,20.18,32.39,36.15,275.04,-92.04,92.62,8.67,31.09
2020-10-18 20:00:00 UTC,28.2,48.51,55.54,333.97,-92.24,86.86,11.24,40.17
2020-10-18 21:00:00 UTC,27.13,47.1,54.09,394,-93.03,94.73,8.8,39.47
2020-10-18 22:00:00 UTC,22.54,38.55,43.81,454,-92.93,98.43,7.17,34.83
2020-10-18 23:00:00 UTC,26.6,46.01,52.85,514,-92.6,89.93,11,39.1
2020-10-19 00:00:00 UTC,22.53,39.09,44.82,574,-91.23,81.07,15.3,35.16
2020-10-19 01:00:00 UTC,16.76,29.13,33.22,634,-91.77,77.2,17,28.68
2020-10-19 02:00:00 UTC,19.63,34.04,39.36,694,-90.73,71.27,24.13,32.06
2020-10-19 03:00:00 UTC,23.16,40.17,45.92,754,-91.33,66.2,29.23,35.81
2020-10-19 04:00:00 UTC,20.44,34.7,39.62,814,-89.87,66.47,25.23,32.47
2020-10-19 05:00:00 UTC,20.25,34.25,38.95,874,-91.53,66.17,23.3,32.23
2020-10-19 06:00:00 UTC,22.63,37.49,42.5,934,-90.33,65.17,23.5,34.18
2020-10-19 07:00:00 UTC,21.26,35.19,40.04,994,-91.43,63.2,24.53,32.82
2020-10-19 08:00:00 UTC,21.18,34.8,39.27,1054,-92.33,61.83,24.9,32.59
2020-10-19 09:00:00 UTC,18.44,30.34,34.17,1117.69,-91.69,60.73,24.04,29.69
2020-10-19 10:00:00 UTC,16.68,27.15,30.65,1174,-91.1,60.17,22.43,27.04
2020-10-19 11:00:00 UTC,13.94,22.64,25.69,1234,-91.13,59.3,21.73,22.64
2020-10-19 12:00:00 UTC,10.05,16.21,18.21,1294,-91.7,58.33,20.6,16.21
2020-10-19 13:00:00 UTC,8.43,13.66,15.53,1353.28,-91.21,55,24.41,13.66
2020-10-19 14:00:00 UTC,4.85,8.18,9.32,1414,-91.63,54.83,21.5,8.18
2020-10-19 15:00:00 UTC,8.32,14.22,16.35,1474,-92.37,54,29.6,14.22
2020-10-19 16:00:00 UTC,7.05,11.85,13.43,1534,-92.27,57.6,29.27,11.85
2020-10-19 17:00:00 UTC,4.65,7.86,9,1594,-92.4,68.43,21.03,7.86
2020-10-19 18:00:00 UTC,1.51,2.91,3.42,1654,-91.07,89.57,6.5,2.91
2020-10-19 19:00:00 UTC,1.64,2.95,3.28,1714,-90.67,91.13,4.73,2.95
2020-10-19 20:00:00 UTC,2.86,4.83,5.48,1774.79,-91.93,86.1,7.72,4.83
2020-10-19 21:00:00 UTC,5.41,8.91,10.07,1834,-92.17,92.97,6.43,8.91
2020-10-19 22:00:00 UTC,6.88,11.27,12.68,1894,-90.53,96.83,5.6,11.27
2020-10-19 23:00:00 UTC,11.73,19.69,22.39,1953.69,-91.24,87.9,9.83,19.69
2020-10-20 00:00:00 UTC,15.12,25.43,28.97,2014,-91.07,79.27,15.1,25.42
2020-10-20 01:00:00 UTC,15.53,26.52,30.48,2074,-92.43,74.77,19.2,26.48
2020-10-20 02:00:00 UTC,15.61,26.59,30.53,2134,-91.37,69.13,25.23,26.55
2020-10-20 03:00:00 UTC,18.64,30.8,34.87,2194,-90.87,64,30.1,29.33
2020-10-20 04:00:00 UTC,18.72,31.01,35.11,2254,-90.63,63.1,28.83,30.04
2020-10-20 05:00:00 UTC,23.08,36.76,41.07,2314,-90.8,61.33,30.8,33.7
2020-10-20 06:00:00 UTC,22.32,36.58,41.51,2374.38,-91.52,61.07,28.52,33.61
2020-10-20 07:00:00 UTC,32.86,52.97,59.71,2434,-90.03,60,28.53,42.12
2020-10-20 08:00:00 UTC,31.82,51.52,58.19,2494,-90.3,60.03,27.5,41.45
2020-10-20 09:00:00 UTC,31,50.21,56.9,2554,-91.8,60.13,27,41.19
2020-10-20 10:00:00 UTC,33.76,55.42,62.73,2614,-92.07,59.8,26.97,43.51
2020-10-20 11:00:00 UTC,44.48,76.64,88.66,2674,-91.53,58.17,28.17,52.72
2020-10-20 12:00:00 UTC,47.27,83.32,96.95,2734,-91.03,55.47,32.53,55.85
2020-10-20 13:00:00 UTC,46.95,82.28,95.64,2793.69,-91.45,53.14,35.93,54.75
2020-10-20 14:00:00 UTC,60.14,108.28,127.76,2853.48,-91.86,53.34,34.62,71.44
2020-10-20 15:00:00 UTC,68.6,123.16,144.7,2912.43,-93.21,55,34.79,81.35
2020-10-20 16:00:00 UTC,66.65,119.41,140.58,2974.59,-95.07,57.9,37.38,78.85
2020-10-20 17:00:00 UTC,81.09,148.4,174.83,3032.11,-94.68,66.57,30.04,98.19
2020-10-20 18:00:00 UTC,80.13,147.79,174.84,3095.48,-94.56,77.85,20.07,97.77
2020-10-20 19:00:00 UTC,70.17,129.88,152.91,3154,-93.87,82.97,13.1,85.83
2020-10-20 20:00:00 UTC,69.97,128.44,151.81,3215,-93.78,83.11,12.52,84.89
2020-10-20 21:00:00 UTC,47.04,84.79,99.23,3270.73,-93.85,87.88,11.88,57.65
2020-10-20 22:00:00 UTC,41.04,73.08,84.67,3333,-94.24,88.66,12.24,50.51
2020-10-20 23:00:00 UTC,45.56,81.6,96.03,3393.29,-93.71,82.07,16,54.15
2020-10-21 00:00:00 UTC,47.78,86.14,101.05,3453.29,-94.54,75.38,22.58,56.74
2020-10-21 01:00:00 UTC,49.1,86.47,100.93,2499.64,-93.29,68.29,32.43,56.94
2020-10-21 02:00:00 UTC,45.6,81.19,95.04,26.82,-89.18,62.45,39.82,53.85
2020-10-21 03:00:00 UTC,72.17,146.03,179.24,24.25,-91.33,62.75,33.75,96.64
2020-10-21 04:00:00 UTC,66.7,132.03,161.08,14.55,-89.45,62.18,31.64,87.29
2020-10-21 05:00:00 UTC,53.79,100.9,120.03,59.93,-94.5,59.21,37.36,66.54
2020-10-21 06:00:00 UTC,58.1,109.93,131.43,1,-89,55,37,72.5
2020-10-21 07:00:00 UTC,57.45,109.38,131.04,27.58,-94.53,55.42,38.37,72.19
2020-10-21 08:00:00 UTC,57.05,108.36,130.4,28.41,-94,53.44,39.07,71.49
2020-10-21 09:00:00 UTC,58.78,111.55,133.92,84.58,-94.42,53.67,37.25,73.61
2020-10-21 10:00:00 UTC,58.08,109.94,131.9,144.28,-94.17,52.38,40,72.54
2020-10-21 11:00:00 UTC,57.56,108.48,130.29,205,-94.07,52.1,40.07,71.59
2020-10-21 12:00:00 UTC,56.81,106.31,127.27,265,-94.27,52.6,36.13,70.12
2020-10-21 13:00:00 UTC,56.05,104.77,124.97,325.72,-92.9,53.41,34.62,69.09
2020-10-21 14:00:00 UTC,56.93,106.53,127.84,375.9,-94.1,51.5,37.65,70.29
2020-10-21 15:00:00 UTC,58.35,108.6,129.88,449.19,-93.58,51.73,39.85,71.64
2020-10-21 16:00:00 UTC,57.83,108.43,129.81,506,-94.17,56.23,38.93,71.52
2020-10-21 17:00:00 UTC,59.53,111.41,132.89,561.38,-93.43,64.24,33.33,73.48
2020-10-21 18:00:00 UTC,60.51,115.03,138.26,24,-92.71,80.75,17.71,75.92
2020-10-21 19:00:00 UTC,62.68,119.81,143.96,76,-91.32,83.47,13.11,79.12
2020-10-21 20:00:00 UTC,61.55,120.82,142.35,110,-89,84,13,79.8
2020-10-22 03:00:00 UTC,52.71,98.71,118.83,9,-85.22,63,33,65.07
2020-10-22 04:00:00 UTC,53.07,100.23,120.22,48,-83.97,62.3,32.37,66.09
2020-10-22 05:00:00 UTC,52.65,99.99,119.82,108,-83.07,61.27,30.83,65.93
2020-10-22 06:00:00 UTC,51.06,97.46,117.31,168,-85.03,59.87,30.37,64.24
2020-10-22 07:00:00 UTC,47.54,91.08,109.64,228,-85.6,58.43,30.4,60
2020-10-22 08:00:00 UTC,47.38,91.35,109.87,288,-84.57,56.27,32.97,60.13
2020-10-22 09:00:00 UTC,42.51,82.02,98.81,348,-84.73,55.97,30.77,54.33
2020-10-22 10:00:00 UTC,37.67,72.76,87.78,408,-84.77,56.53,29,50.39
2020-10-22 11:00:00 UTC,31.94,62.01,74.88,468,-85.33,54.37,30.03,46.13
2020-10-22 12:00:00 UTC,25.47,49.39,59.17,528,-85.53,53.63,29.73,40.61
2020-10-22 13:00:00 UTC,26.3,51.08,61.44,588,-84.8,52.1,31.4,41.53
2020-10-22 14:00:00 UTC,25.16,48.86,59.05,648,-85.2,51.37,32.77,40.23
2020-10-22 15:00:00 UTC,31.16,60.25,72.64,708,-88.23,51,37.73,45.59
2020-10-22 16:00:00 UTC,26.3,50.8,60.64,768,-87.37,55.07,35.37,41.33
2020-10-22 17:00:00 UTC,18.13,35.1,42.08,828,-87.2,66.57,25.77,32.59
2020-10-22 18:00:00 UTC,11.38,22,26.39,888,-88.17,85.23,9.27,21.98
2020-10-22 19:00:00 UTC,20.62,38.97,46.63,948,-88.03,86.17,9.93,34.97
2020-10-22 20:00:00 UTC,26.52,49.43,58.23,1008,-88.23,82,14.2,40.85
2020-10-22 21:00:00 UTC,27.2,50.91,60.14,1068,-88.43,88,12.8,41.57
2020-10-22 22:00:00 UTC,24.63,45.45,53.63,1128,-87.83,90.23,12.03,38.79
2020-10-22 23:00:00 UTC,23.98,43.96,51.94,1188,-87.73,82.4,16.87,38.03
2020-10-23 00:00:00 UTC,21.43,38.8,45.9,1248,-87.43,75.3,23.07,34.98
2020-10-23 01:00:00 UTC,18.24,33.04,38.8,1308,-87.57,71.3,27.93,31.49
2020-10-23 02:00:00 UTC,16.83,30.18,35.41,1368,-87.73,68.4,31.2,29.58
2020-10-23 03:00:00 UTC,21.5,37.43,43.74,1428,-88.57,63.6,37.37,34.07
2020-10-23 04:00:00 UTC,24.14,42.05,49.06,1488,-88.1,59.83,42.27,36.93
2020-10-23 05:00:00 UTC,24.21,42.71,50.06,1548,-87.47,57.53,45.3,37.31
2020-10-23 06:00:00 UTC,24,42.67,50.06,1608,-88.13,55.6,47.77,37.28
2020-10-23 07:00:00 UTC,24.21,43.11,50.69,1668,-89.27,54.13,48.43,37.5
2020-10-23 08:00:00 UTC,24.59,44.13,51.7,1728,-88,53.27,49.47,38.11
2020-10-23 09:00:00 UTC,26.56,48.03,56.45,1788,-86.83,52.47,49.33,40.1
2020-10-23 10:00:00 UTC,28.87,52.51,62.01,1848,-87.27,53.1,47.43,42.3
2020-10-23 11:00:00 UTC,27.54,49.83,59.01,1908,-87.3,51.33,50.8,41.01
2020-10-23 12:00:00 UTC,31.03,56.39,66.23,1968,-86.5,49.93,52.1,44
2020-10-23 13:00:00 UTC,31.64,57.49,67.67,2028,-87.67,49,52.07,44.46
2020-10-23 14:00:00 UTC,30.75,56.4,66.28,2088,-86.8,49.03,52.1,44.03
2020-10-23 15:00:00 UTC,30.58,55.49,65.89,2148,-89.4,50.17,52.1,43.58
2020-10-23 16:00:00 UTC,30.16,55.08,65.18,2208,-88.93,55.8,46.23,43.39
2020-10-23 17:00:00 UTC,27.35,50.03,58.86,2268,-89.53,66.77,32.4,41.07
2020-10-23 18:00:00 UTC,25.02,45.86,54.21,2328,-88.17,81.23,16.93,38.94
2020-10-23 19:00:00 UTC,33.42,61.19,72.17,2388,-89.23,81.2,16.97,45.94
2020-10-23 20:00:00 UTC,39.04,71.19,84,2448,-89.27,78.43,21.33,49.86
2020-10-23 21:00:00 UTC,42.32,76.94,90.42,2508,-86.8,82.87,20,51.99
2020-10-23 22:00:00 UTC,44.38,80.37,94.31,2568,-87.7,84.6,19.57,53.43
2020-10-23 23:00:00 UTC,37.77,67.63,78.83,2628,-88.43,77.53,24.57,48.48
2020-10-24 00:00:00 UTC,30.3,54.19,64.02,2688,-88.77,71.77,29.5,43.02
2020-10-24 01:00:00 UTC,24.77,44.09,51.05,2748,-87.4,67.67,32.9,38.06
2020-10-24 02:00:00 UTC,21.45,37.82,44.26,2808,-87.27,64.43,35.63,34.39
2020-10-24 03:00:00 UTC,22.69,39.87,46.08,2868,-88.37,60.83,40.57,35.51
2020-10-24 04:00:00 UTC,31.46,54.92,63.98,2928,-88.67,57.53,46.93,43.39
2020-10-24 05:00:00 UTC,33.2,58.2,68.15,2988,-88.53,55.3,50.53,44.76
2020-10-24 06:00:00 UTC,32.64,57.73,67.59,3048,-87,54.77,49.77,44.53
2020-10-24 07:00:00 UTC,32.76,58.38,68.45,3108,-86.67,53.97,48.67,44.81
2020-10-24 08:00:00 UTC,32.38,57.66,67.48,3168,-88.03,52.93,48.23,44.53
2020-10-24 09:00:00 UTC,31.13,55.35,64.62,3228,-89.1,51.3,50.37,43.58
2020-10-24 10:00:00 UTC,28.93,51.89,60.82,3288,-87.67,49.97,49.8,41.94
2020-10-24 11:00:00 UTC,28.01,50.09,58.32,3348,-88.77,48.13,51.67,41.16
2020-10-24 12:00:00 UTC,25.01,44.89,52.68,3408,-87.8,47.67,50.6,38.47
2020-10-24 13:00:00 UTC,24.68,44.26,51.77,3468,-87.9,46.23,52.83,38.12
2020-10-24 14:00:00 UTC,22.42,40.32,47.01,3528,-87.43,45.2,51.73,35.87
2020-10-24 15:00:00 UTC,23.23,41.36,48.22,3588,-86.93,46.23,50.9,36.49
2020-10-24 16:00:00 UTC,20.56,37.18,43.57,3648,-87.07,52.1,45.6,33.97
2020-10-24 17:00:00 UTC,17.51,31.5,36.83,3708,-88.57,63.77,30.4,30.49
2020-10-24 18:00:00 UTC,16.72,29.44,34.48,3768,-90.6,78.4,14.2,28.91
2020-10-24 19:00:00 UTC,29.42,53.25,62.54,3828,-90.07,78.53,16.43,42.07
2020-10-24 20:00:00 UTC,32.99,61.48,73.23,3888,-89.33,75.43,21.47,46.08
2020-10-24 21:00:00 UTC,29.26,54.2,64.42,3948,-90.03,80.1,19.37,43
2020-10-24 22:00:00 UTC,23.65,43.21,50.74,4008,-89.3,81.53,18.93,37.55
2020-10-24 23:00:00 UTC,17.62,31.87,37.33,4068,-89,74.6,23.77,30.64
2020-10-25 00:00:00 UTC,13.88,24.84,28.92,4128,-88.7,68.23,29.17,24.8
2020-10-25 01:00:00 UTC,11.05,19.21,22.49,4188,-88.57,64.43,32.33,19.21
2020-10-25 02:00:00 UTC,9.4,16.45,19.38,4248,-88.67,61.27,35.93,16.45
2020-10-25 03:00:00 UTC,12.02,20.23,23.14,4308,-88.17,57.77,41.17,20.23
2020-10-25 04:00:00 UTC,17.05,28.16,32.35,4368,-87.83,54.43,46.87,27.64
2020-10-25 05:00:00 UTC,13.32,22.29,25.81,4428,-89,52.37,50.37,22.29
2020-10-25 06:00:00 UTC,14.45,24.56,28.58,4488,-87.53,50.47,52.63,24.56
2020-10-25 07:00:00 UTC,35.79,54.19,35.07,4548,-88.4,49.37,53.9,29.68
2020-10-25 08:00:00 UTC,18.01,30.18,34.94,4608,-87.83,48.03,54.53,29.49
2020-10-25 09:00:00 UTC,15.9,26.88,31.11,4668,-88.3,46.73,55.57,26.83
2020-10-25 10:00:00 UTC,14.99,25.01,28.91,4728,-88.7,45.47,57.27,25
2020-10-25 11:00:00 UTC,14.42,24.51,28.2,4788,-87.93,44.97,57.3,24.51
2020-10-25 12:00:00 UTC,13.94,23.82,27.61,4848,-89.07,43.87,57.3,23.82
2020-10-25 13:00:00 UTC,13.69,23.16,26.75,4908,-87.93,42.8,58.57,23.16
2020-10-25 14:00:00 UTC,14.04,23.61,27.38,4968,-88.2,41.97,58.87,23.61
2020-10-25 15:00:00 UTC,14.35,24.01,27.44,5028,-89.03,43.67,58.13,24.01
2020-10-25 16:00:00 UTC,12.94,22.04,25.46,5088,-88.2,49.73,51,22.04
2020-10-25 17:00:00 UTC,14.22,25.02,29.37,5148,-89.13,60.97,33.93,24.91
2020-10-25 18:00:00 UTC,18.36,31.4,36.23,5208,-89.9,73.77,21.5,30.42
2020-10-25 19:00:00 UTC,13.99,24.05,27.74,5268,-88.33,71.7,25.43,24.03
2020-10-25 20:00:00 UTC,11.56,19.44,22.28,5328,-88.1,69.47,27.53,19.44
2020-10-25 21:00:00 UTC,8.61,14.76,17.2,5388,-86.6,75.73,22.93,14.76
2020-10-25 22:00:00 UTC,6.4,10.77,12.22,5448,-86.3,77.53,22.5,10.77
2020-10-25 23:00:00 UTC,5.65,9.46,10.74,5508,-88,69.63,30.5,9.46
2020-10-26 00:00:00 UTC,5.58,9.53,10.91,5568,-86.57,62.07,40.5,9.53
2020-10-26 01:00:00 UTC,5.8,10.19,11.88,5628,-87.53,58.83,46.47,10.19
2020-10-26 02:00:00 UTC,6.11,10.65,12.22,5688,-88.4,57.03,50.93,10.65
2020-10-26 03:00:00 UTC,5.92,10.2,11.85,5748,-87.2,54.43,53.9,10.2
2020-10-26 04:00:00 UTC,1.33,2.74,3.36,5808,-86.77,54.13,16.3,2.74
2020-10-26 05:00:00 UTC,1.05,2.33,2.78,5868,-86.5,53.17,11.23,2.33
2020-10-26 06:00:00 UTC,0.17,0.84,1.24,5928,-86.9,51.17,7.13,0.84
2020-10-26 07:00:00 UTC,1.11,2.38,2.98,5988,-86.93,52.83,4.3,2.38
2020-10-26 08:00:00 UTC,0.29,1.08,1.37,6048,-87.7,50.87,5.17,1.08
2020-10-26 09:00:00 UTC,0.52,1.3,1.78,6108,-86.7,48.43,6.27,1.3
2020-10-26 10:00:00 UTC,0.99,2.24,2.62,6168,-88.07,50.97,3.67,2.24
2020-10-26 11:00:00 UTC,2.82,5.1,6.25,6228,-88,52.97,1.13,5.1
2020-10-26 12:00:00 UTC,3.62,6.35,7.44,6288,-88.07,52.4,1.13,6.35
2020-10-26 13:00:00 UTC,5.09,8.42,9.58,6348,-87.6,52.13,1.13,8.42
2020-10-26 14:00:00 UTC,5.39,9.1,10.63,6408,-87.37,52.33,1.33,9.1
2020-10-26 15:00:00 UTC,6.29,10.74,12.44,6468,-88.03,54.97,1,10.74
2020-10-26 16:00:00 UTC,7.1,12.1,14,6528,-88.43,60.57,1.47,12.1
2020-10-26 17:00:00 UTC,6.45,11.04,12.56,6588,-87.07,67.9,1.73,11.04
2020-10-26 18:00:00 UTC,8.55,13.61,15.1,6648,-87.63,74.47,2.93,13.61
2020-10-26 19:00:00 UTC,10.29,15.66,17.44,6708,-88.1,69.97,7.07,15.66
2020-10-26 20:00:00 UTC,11.01,16.45,18.14,6768,-87.63,66.8,9.73,16.45
2020-10-26 21:00:00 UTC,20.86,30.22,33.03,6828,-87.43,69.57,9.9,29.21
2020-10-26 22:00:00 UTC,26.95,38.71,41.83,6888,-87.87,71.83,10.07,34.95
2020-10-26 23:00:00 UTC,18.6,26.96,29.34,6948,-87.7,65.23,11.5,26.4
2020-10-27 00:00:00 UTC,7.56,11.8,12.99,7008,-88.4,59.4,13,11.8
2020-10-27 01:00:00 UTC,4.79,7.84,9.01,7068,-86.7,56.1,14,7.84
2020-10-27 02:00:00 UTC,4.88,8.08,9.4,7128.59,-87.31,53.69,16,8.08
2020-10-27 03:00:00 UTC,6.21,9.97,11.45,7188,-88.83,49.03,22.57,9.97
2020-10-27 04:00:00 UTC,8.85,13.72,15.33,7248,-87.2,46.77,24.4,13.72
2020-10-27 05:00:00 UTC,11.05,16.79,18.77,7308,-87.5,45.13,26.5,16.79
2020-10-27 06:00:00 UTC,11.49,17.77,19.54,7368,-87.47,43.9,28.57,17.77
2020-10-27 07:00:00 UTC,12.45,19.11,21.25,7428,-87.27,42.77,30.9,19.11
2020-10-27 08:00:00 UTC,15.17,23.25,25.7,7488,-86.93,41.93,32.4,23.25
2020-10-27 09:00:00 UTC,17.15,26.18,29.12,7548,-87.37,41.83,33.73,25.99
2020-10-27 10:00:00 UTC,19.87,30.3,33.42,7608,-86.67,41.97,34.2,29.54
2020-10-27 11:00:00 UTC,22.22,34.3,37.91,7668,-86.7,41.8,35.33,32.34
2020-10-27 12:00:00 UTC,24.13,37.72,42.1,7728,-86.77,40.83,36.93,34.41
2020-10-27 13:00:00 UTC,27.09,43.01,47.27,7788,-87.63,39.53,38.4,37.92
2020-10-27 14:00:00 UTC,29.48,45.78,50.51,7848,-88.33,39.53,39.17,39.54
2020-10-27 15:00:00 UTC,30.4,47.77,52.78,7908,-87.43,41.13,39.67,40.29
